Period,PracticeId,Locality,Street,Area,Posttown,County,Postcode,lat,long,PsuPracticeCode,ClusterID,0Period
202006.0,W92030,,ADFER MEDICAL GROUP,LLANELLI TOWN CENTRE,THOMAS STREET,LLANELLI,SA15 3JH,51.74003,-4.187250000000001,,,
202006.0,W93638,,THE BRIDGE CENTRE,FOUNDRY BRIDGE,ABERTILLERY,GWENT,NP13 1BQ,51.7298,-3.1343,,,
202006.0,W00046,,BRECON CLINIC,9 CASTLE STREET,BRECON,POWYS,LD3 9DD,51.99435362318841,-3.411075362318841,,,
202006.0,W00074,,17 HIGH STREET,LLANGEFNI,YNYS MON,,LL77 7LT,53.27263333333334,-4.3066,,,
202006.0,W92029,,THE MARINERS,GLANYRAFON,FERRYSIDE,DYFED,SA17 1SG,51.761464705882354,-4.278270588235294,,,
202006.0,W95035,,RIVERSDALE HOUSE,MERTHYRMAWR ROAD,BRIDGEND,MID GLAMORGAN,CF31 3NL,51.507666666666665,-3.577733333333333,,,
202006.0,W00085,,DRUGAID,4 - 9 THE BROADWAY,PONTYPRIDD,,CF37 1BA,51.613815384615386,-3.3598076923076925,,,
202006.0,W00069,,GPWSI CONSORTIUM,BLAEN-Y-CWM SURGERY,BLAINA ROAD,BRYNMAWR,NP23 4PS,51.7771,-3.2079,,,
202006.0,W00029,,Bronglais General Hosp.,Caradog Road,Aberystwyth,Dyfed,SY23 1ER,52.34458541666667,-3.9885,,,
202006.0,W00050,,TREATMENT CENTRE,RUSSELL STREET,SWANSEA,,SA1 4HR,51.63398,-3.94848,,,
202006.0,W00075,,ERYLDON,CAMPBELL ROAD,CAERNARFON,GWYNEDD,LL55 1HU,53.12915357142857,-4.195053571428572,,,
202006.0,W00070,,GLYN COLWYN,19 NANT-Y-GLYN ROAD,COLWYN BAY,,LL29 7PU,53.283275,-3.6966,,,
202006.0,W91615,,LAKESIDE MEDICAL CENTRE,203 WELLINGTON ROAD,RHYL,DENBIGHSHIRE,LL18 1LR,53.29182,-3.45482,,,
202006.0,W00083,,THE OLD SURGERY CLINIC,67 THORNHILL ROAD,RHIWBINA,CARDIFF,CF14 6PE,51.5199,-3.204,,,
202006.0,W91624,,BERLLAN SURGERY,24 VALE STREET,DENBIGH,DENBIGHSHIRE,LL16 3BL,53.170152173913046,-3.4313173913043475,,,
202006.0,W91636,,PANTON SURGERY,HALKYN ROAD,HOLYWELL,FLINTSHIRE,CH8 7TZ,53.2939,-3.261017391304348,,,
202006.0,W00090,,CRYMYCH SURGERY OOH,UNIT 5 MERLINS COURT,WINCH LANE,HAVERFORDWEST,SA61 1SB,51.8017,-4.9691,,,
202006.0,W00078,,ALTERNATIVE P C SERV DOCTOR,CWMBRAN HOUSE,MAMHILAD PARK ESTATE,PONTYPOOL,NP4 0XS,51.718515789473685,-3.030521052631579,,,
202006.0,W00093,,MEDDYGFA MINAFON,KIDWELLY,DYFED,,SA17 4UL,51.761464705882354,-4.278270588235294,,,
202006.0,W00022,,GWENT HEALTHCARE TRUST,VANTAGE POINT HOUSE,TY COCH INDUSTRIAL ESTATE,CWMBRAN,NP44 7XX,51.65070000000001,-3.0178,,,
202006.0,W00094,,PRIMECARE,12 CATHEDRAL ROAD,CARDIFF,,CF11 9LJ,51.48,-3.18,,,
202006.0,W92031,,MEDDYGFA TYWYN BACH,PARCYMINOS STREET,BURRY PORT,CARMARTHENSHIRE,SA16 0BN,51.68593333333333,-4.261566666666667,,,
202006.0,W92049,,THE SURGERY,DIMOND STREET EAST,PEMBROKE DOCK,DYFED,SA72 6HA,51.69333333333333,-4.921600000000001,,,
202006.0,W92062,,NEWPORT SURGERY,LONG STREET,NEWPORT,DYFED,SA42 0TJ,52.0168,-4.842714285714286,,,
202006.0,W92615,,THE SURGERY,CAERLUDD,CRYMYCH,DYFED,SA41 3QE,51.98668,-4.68779,,,
202006.0,W92640,,THE HEALTH CENTRE,OBSERVATORY AVENUE,HAKIN MILFORD HAVEN,DYFED,SA73 3EU,51.71983571428572,-4.983364285714286,,,
202006.0,W93699,,DYFED POWYS H A,ST. DAVID'S HOSPITAL,CARMARTHEN,DYFED,SA31 3HB,51.85391,-4.30209,,,
202006.0,W92434,,DERWENDEG MEDICAL CENTRE,19 HEOL LLANELLI,TRIMSARAN,CARMARTHENSHIRE,SA17 4AG,51.761464705882354,-4.278270588235294,,,
202006.0,W92435,,DOLYCWRT SURGERY,WHITLAND,CARMARTHENSHIRE,DYFED,SA34 0PZ,51.86775714285714,-4.620142857142857,,,
202006.0,W00011,,ST. DAVIDS HOSPITAL,CARMARTHEN,DYFED,,SA31 3HB,51.85391,-4.30209,,,
202006.0,W92439,,NEYLAND HEALTH CENTRE,CHARLES STREET,NEYLAND,DYFED,SA73 1SA,51.71983571428572,-4.983364285714286,,,
202006.0,W91001,,HEALTH CENTRE,PADESWOOD ROAD,BUCKLEY,FLINTSHIRE,CH7 2JL,53.17209696969697,-3.163118181818182,,,
202006.0,W91002,,PLAS MEDDYG,STATION ROAD,RUTHIN,DENBIGHSHIRE,LL15 1BP,53.09201875,-3.3377625,,,
202006.0,W91008,,MEDDYGFA,CERRIGYDRUDION,CORWEN,ABERCONWY,LL21 9UB,52.975585714285714,-3.389057142857143,,,
202006.0,W91014,,KINMEL BAY MEDICAL CENTRE,THE SQUARE,KINMEL BAY RHYL,DENBIGHSHIRE,LL18 5AU,53.29182,-3.45482,,,
202006.0,W91017,,PENDRE SURGERY,CLAYTON ROAD,MOLD,FLINTSHIRE,CH7 1SS,53.17209696969697,-3.163118181818182,,,
202006.0,W91021,,MARCHES MEDICAL PRACTICE,83 MAIN ROAD,BROUGHTON NR. CHESTER,FLINTSHIRE,CH4 0NR,53.15806666666666,-2.953475,,,
202006.0,W91023,,PEN Y BONT SURGERY,THE ROE,ST ASAPH,DENBIGHSHIRE,LL17 0LU,53.25438333333333,-3.413383333333333,,,
202006.0,W91029,,BODOWEN SURGERY,HALKYN ROAD,HOLYWELL,FLINTSHIRE,CH8 7GA,53.2939,-3.261017391304348,,,
202006.0,W91034,,THE CLINIC,MOUNT STREET,RUTHIN,DENBIGHSHIRE,LL15 1BG,53.09201875,-3.3377625,,,
202006.0,W91037,,PENNANT SURGERY,OFF HIGH STREET,HOLYWELL,FLINTSHIRE,CH8 7TR,53.2939,-3.261017391304348,,,
202006.0,W91045,,99 GRANGE ROAD,RHYL,DENBIGHSHIRE,,LL18 4DA,53.29182,-3.45482,,,
202006.0,W91052,,MAES Y VAYNOR,KING STREET,MOLD,FLINTSHIRE,CH7 1LA,53.17209696969697,-3.163118181818182,,,
202006.0,W91053,,MADRYN HOUSE SURGERY,6 MADRYN AVENUE,RHYL,DENBIGHSHIRE,LL18 4RS,53.29182,-3.45482,,,
202006.0,W91054,,BORRAS PARK SURGERY,BORRAS PARK ROAD,WREXHAM,CLWYD,LL12 7TH,53.104020000000006,-3.0036,,,
202006.0,W91605,,MELBOURNE HOUSE,HIGH STREET,RHOSLLANERCHRUGOG,WREXHAM,LL14 1AW,52.98906111111111,-3.0515166666666667,,,
202006.0,W91613,,GLASFRYN,LLANFAIRTALHAIARN,ABERGELE,ABERCONWY,LL22 8SN,53.20816315789474,-3.6482,,,
202006.0,W91622,,KINGS HOUSE SURGERY,KINGS AVENUE,RHYL,DENBIGHSHIRE,LL18 1LT,53.29182,-3.45482,,,
202006.0,W91626,,BROMFIELD MEDICAL CENTRE,SEALMART HOUSE,BRYNHILYN LANE  MOLD,FLINTSHIRE,CH7 1JY,53.17209696969697,-3.163118181818182,,,
202006.0,W91630,,RHOS SURGERY,46 RHOS ROAD,RHOS ON SEA,ABERCONWY,LL28 4RS,53.28348999999999,-3.7664,,,
202006.0,W94571,,NIGHTINGALE HOUSE HOSPICE,CHESTER ROAD,WREXHAM,,LL11 2SJ,53.064506666666674,-3.052973333333333,,,
202006.0,W94006,,PARC GLAS,BODORGAN,YNYS MON,,LL62 5NL,53.21097777777778,-4.3898,,,
202006.0,W94008,,MINFOR SURGERY,PARK ROAD,BARMOUTH,GWYNEDD,LL42 1PL,52.7358,-4.0451,,,
202006.0,W94011,,TREFLAN,LOWER CARDIFF ROAD,PWLLHELI,GWYNEDD,LL53 5NF,52.89524166666667,-4.493856666666668,,,
202006.0,W98023,,THE GROVE MEDICAL CENTRE,6 UPLANDS TERRACE,UPLANDS,SWANSEA,SA2 0GU,51.61628,-4.04254,,,
202006.0,W98024,,BRUNSWICK HEALTH CENTRE,139-140 SAINT HELENS RD.,SWANSEA,WEST GLAMORGAN,SA1 4DE,51.63398,-3.94848,,,
202006.0,W98026,,NEW CROSS SURGERY,48 SWAY ROAD,MORRISTON SWANSEA,WEST GLAMORGAN,SA6 6HR,51.6766,-3.9147,,,
202006.0,W98055,,KINGS ROAD SURGERY,2/4 KINGS ROAD,MUMBLES SWANSEA,WEST GLAMORGAN,SA3 4AJ,51.59142222222222,-4.136385185185185,,,
202006.0,W98602,,MEDICAL CENTRE,UNIVERSITY COLLEGE,SINGLETON PARK,SWANSEA WEST GLAMORGAN,SA2 8PX,51.61628,-4.04254,,,
202006.0,W98609,,THE SURGERY,89 ABERDYBERTHI STREET,HAFOD SWANSEA,WEST GLAMORGAN,SA1 2NH,51.63398,-3.94848,,,
202006.0,W98612,,CHERITON MEDICAL CENTRE,CHERITON CRESCENT,PORTMEAD SWANSEA,WEST GLAMORGAN,SA5 5LB,51.64667142857143,-3.9853857142857145,,,
202006.0,W98625,,THE POPLARS SURGERY,28 VIVIAN PARK DRIVE,PORT TALBOT,WEST GLAMORGAN,SA12 6RT,51.61181666666667,-3.7703,,,
202006.0,W98626,,BONYMAEN SURGERY,21 MANSEL ROAD,BONYMAEN SWANSEA,WEST GLAMORGAN,SA1 7AU,51.63398,-3.94848,,,
202006.0,W95034,,THE SURGERY,HEOL FACH,NORTH CORNELLY BRIDGEND,MID GLAMORGAN,CF33 4LD,51.52158333333333,-3.697183333333333,,,
202006.0,W95037,,TYNYCOED SURGERY,20 MERFIELD CLOSE,BRYNCETHIN BRIDGEND,MID GLAMORGAN,CF32 9SW,51.536704166666674,-3.5931333333333337,,,
202006.0,W98059,,PSALT SURGERY,41 HIGH STREET,SWANSEA,WEST GLAMORGAN,SA1 1LT,51.63398,-3.94848,,,
202006.0,W95699,,MORGANNWG H A,41 HIGH STREET,SWANSEA,WEST GLAMORGAN,SA1 1LT,51.63398,-3.94848,,,
202006.0,W98786,,ST.JAMES MEDICAL CENTRE,9 HERBERT STREET,PONTARDAWE,WEST GLAMORGAN,SA8 4EB,51.72245,-3.8458625,,,
202006.0,W00013,,41 HIGH STREET,SWANSEA,WEST GLAMORGAN,,SA1 1LT,51.63398,-3.94848,,,
202006.0,W98789,,2 CILONNEN ROAD,THREE CROSSES,SWANSEA,,SA4 3PH,51.670225,-4.059125,,,
202006.0,W93030,,GREENMEADOW SURGERY,GREENMEADOW WAY,CWMBRAN,GWENT,NP44 3XQ,51.65070000000001,-3.0178,,,
202006.0,W93031,,PANTEG HEALTH CENTRE,KEMYS STREET,GRIFFITHSTOWN PONTYPOOL,GWENT,NP4 5DJ,51.718515789473685,-3.030521052631579,,,
202006.0,W93035,,GLYN EBWY SURGERY,JAMES STREET,EBBW VALE,GWENT,NP23 6JG,51.7771,-3.2079,,,
202006.0,W93041,,CENTRAL SURGERY,NORTH STREET,NEWPORT,GWENT,NP20 1HX,51.5877,-2.9984,,,
202006.0,W93042,,UNDERWOOD HEALTH CENTRE,BIRCH GROVE,LLANMARTIN NEWPORT,GWENT,NP18 2HX,51.6084,-2.9435,,,
202006.0,W93043,,RICHMOND CLINIC,172 CAERLEON ROAD,NEWPORT,GWENT,NP19 7FY,51.5888,-2.9638,,,
202006.0,W93046,,BRYNGWYN SURGERY,4 BRYNGWYN ROAD,NEWPORT,GWENT,NP20 4JS,51.5877,-2.9984,,,
202006.0,W93048,,BELLEVUE SURGERY,BELLEVUE TERRACE,NEWPORT,GWENT,NP20 2WQ,51.5877,-2.9984,,,
202006.0,W93049,,ST JULIANS MEDICAL CENTRE,13a STAFFORD ROAD,NEWPORT,GWENT,NP19 7DQ,51.5888,-2.9638,,,
202006.0,W92443,,DERMATOLOGY CLINIC,BRYNMEDDYG SURGERY,LLANYBYDDER,,OO00 0OO,,,,,
202006.0,W94021,,THE HEALTH CENTRE,CRICCIETH,GWYNEDD,,LL52 0RR,52.920675,-4.2531,,,
202006.0,W98009,,HEALTH CENTRE,RESOLVEN,NEATH,WEST GLAMORGAN,SA11 4LL,51.70800714285714,-3.694407142857143,,,
202006.0,W94025,,MEDDYGFA RHYDBACH,BOTWNNOG,PWLLHELI,GWYNEDD,LL53 8RE,52.89524166666667,-4.493856666666668,,,
202006.0,W94029,,COED Y GLYN SURGERY,CHURCH STREET,LLANGEFNI,YNYS MON,LL77 7DU,53.27263333333334,-4.3066,,,
202006.0,W94033,,LLYS MEDDYG,VICTORIA ROAD,PENYGROES,GWYNEDD,LL54 6HD,53.01643928571429,-4.2483,,,
202006.0,W94035,,MEDDYGFA,CANOLFAN IECHYD,BALA,GWYNEDD,LL23 7BA,52.90324,-3.59721,,,
202006.0,W94040,,GLANFA,ORME ROAD,BANGOR,GWYNEDD,LL57 1AY,53.203925000000005,-4.106675,,,
202006.0,W94045,,BERWYN,PORTHDAFARCH ROAD,KINGSLAND HOLYHEAD,YNYS MON,LL65 2SA,53.28968620689656,-4.534455172413793,,,
202006.0,W94602,,BRYNMEILLION,HARLECH,GWYNEDD,,LL46 2SW,52.851775,-4.111875,,,
202006.0,W94605,,64 HIGH STREET,PORTHMADOG,GWYNEDD,,LL49 9LW,52.942910000000005,-4.16,,,
202006.0,W94609,,CORWEN HOUSE,MARKET PLACE,PENYGROES,GWYNEDD,LL54 6NN,53.01643928571429,-4.2483,,,
202006.0,W94615,,MADOC SURGERY,HIGH STREET,PORTHMADOG,GWYNEDD,LL49 9HD,52.942910000000005,-4.16,,,
202006.0,W94618,,DOLWENITH,SNOWDON STREET,PENYGROES,GWYNEDD,LL54 6NG,53.01643928571429,-4.2483,,,
202006.0,W94621,,BANGOR MEDICAL CENTRE,BRYN HYDD,HOLYHEAD ROAD,BANGOR  GWYNEDD,LL57 2EE,53.203925000000005,-4.106675,,,
202006.0,W91012,,THE CLINIC,ROWLEY'S DRIVE,SHOTTON DEESIDE,CLWYD,CH5 1PU,53.19930000000001,-3.03614,,,
202006.0,W91697,,CLWYD F.H.S.A.,TRINITY HOUSE,TRINITY STREET WREXHAM,CLWYD,LL11 1NW,53.064506666666674,-3.052973333333333,,,
202006.0,W94699,,NORTH WALES H A,PRESWYLFA,HENDY ROAD,MOLD FLINTSHIRE,CH7 1PZ,53.17209696969697,-3.163118181818182,,,
202006.0,W94628,,ST. TYSILIO NURSING HOME,LLANFAIRPWLL,GWYNEDD,,LL61 5YR,53.1912,-4.267242857142857,,,
202006.0,W00012,,PRESWYLFA,HENDY ROAD,MOLD,CLWYD,CH7 1PZ,53.17209696969697,-3.163118181818182,,,
202006.0,W91638,,HM STANLEY HOSPITAL,ST ASAPH,DENBIGHSHIRE, ,LL17 0RS,53.25438333333333,-3.413383333333333,,,
202006.0,W91635,,TYN Y COED SURGERY,61 CONWAY ROAD,COLWYN BAY,CONWY,LL29 7LG,53.283275,-3.6966,,,
202006.0,W92444,,CARMARTHENSHIRE DRS ON CALL,MEDDYGFA TAF,NORTH ROAD,WHITLAND CARMARTHENSHIRE,SA34 0AU,51.86775714285714,-4.620142857142857,,,
202006.0,W95298,,ALTERNATIVE PRIMARY HEALTHCARE,PONTYPRIDD POLICE STATION,BERW ROAD,PONTYPRIDD,CF37 2TR,51.613815384615386,-3.3598076923076925,,,
202006.0,W00048,,WREXHAM LOCAL HEALTH BOARD,WREXHAM TECHNOLOGY PARK,RHYD BROUGHTON LANE,WREXHAM,LL13 7YP,52.9917619047619,-2.9116809523809524,,,
202006.0,W00053,,KALEIDDOSCOPE PROJECT,THE OLD SCHOOL BUILDING,POWELLS PLACE,NEWPORT,NP20 1EL,51.5877,-2.9984,,,
202006.0,W98044,,STRAWBERRY PLACE SURGERY,5 STRAWBERRY PLACE,MORRISTON,SWANSEA,SA6 7AG,51.6766,-3.9147,,,
202006.0,W93608,,NANTYGLO,QUEEN STREET,NANTYGLO BLAINA,GWENT,NP23 4LW,51.7771,-3.2079,,,
202006.0,W91639,,ST KENTIGERN HOSPICE,UPPER DENBIGH ROAD,ST ASAPH,DENBIGHSHIRE,LL17 0RS,53.25438333333333,-3.413383333333333,,,
202006.0,W97300,,ALTERNATIVE PRIMARY HEALTHCARE,BARRY POLICE STATION,GLADSTONE ROAD,BARRY,CF63 1TD,51.4172,-3.2614,,,
202006.0,W93609,,THE BRIDGE STREET CENTRE,FOUNDRY BRIDGE,ABERTILLERY,GWENT,NP13 1BQ,51.7298,-3.1343,,,
202006.0,W00072,,TY LIVINGSTONE,HM STANLEY HOSPITAL,ST ASAPH,DENBIGHSHIRE,LL17 0RS,53.25438333333333,-3.413383333333333,,,
202006.0,W00073,,WREXHAM LOCAL HEALTH BOARD,WREXHAM TECHNOLOGY PARK,RHYD BROUGHTON LANE,WREXHAM,LL13 7YP,52.9917619047619,-2.9116809523809524,,,
202006.0,W00001,,PRIMECARE,SCHOONER WAY,QUAY WEST QUAY PARADE,SWANSEA,SA1 1SR,51.63398,-3.94848,,,
202006.0,W00068,,DARES UNIT,Llwynypia Hospital,Llwynypia,RHONDDA CYNON TAFF,CF40 2LX,51.627316666666665,-3.461883333333333,,,
202006.0,W93116,,ST. BRIDES MEDICAL CENTRE,TREDEGAR HOUSE DRIVE,DUFFRYN NEWPORT,GWENT,NP10 8UX,51.5877,-2.9984,,,
202006.0,W92016,,FURNACE HOUSE SURGERY,ST. ANDREWS ROAD,CARMARTHEN,CARMARTHENSHIRE,SA31 1EX,51.85391,-4.30209,,,
202006.0,W00087,,CARDIFF HEALTH ACCESS PRACTICE,OUT PATIENTS DEPT.  C R I,LONGCROSS STREET,CARDIFF,CF24 0SZ,51.48,-3.18,,,
202006.0,W00091,,CARDIFF ROYAL INFIRMARY,GLOSSOP TERRACE,CARDIFF,,CF24 0SZ,51.48,-3.18,,,
202006.0,W98013,,TALYBONT SURGERY,STATION ROAD,PONTARDULAIS SWANSEA,WEST GLAMORGAN,SA4 8TJ,51.670225,-4.059125,,,
202006.0,W00042,,UNIT A,3 LONGBOW CLOSE,SHREWSBURY,,SY1 3GZ,52.71675,-2.7468,,,
202006.0,W00097,,SUBSTANCE MISUSE SERVICE RHYL,7 BRIGHTON ROAD,RHYL,,LL18 3EY,53.29182,-3.45482,,,
202006.0,W00077,,MND & P.,UNIT 5  MERLINS COURT,WINCH LANE,HAVERFORDWEST,SA61 1SB,51.8017,-4.9691,,,
202006.0,W00079,,RCT LHB & MERTHYR LHB OOH,Navigation Park,Abercynon,RHONDDA CYNON TAFF,CF45 4SN,51.66452,-3.3537,,,
202006.0,W00080,,PRIMARY CARE SMP,THE ELMS,RHOSDDU ROAD,WREXHAM,LL11 1EB,53.064506666666674,-3.052973333333333,,,
202006.0,W00081,,THE LIGHTHOUSE CENTRE,DIGARTREF YNYS MON LTD,ENTERPRISE CENTRE,HOLYHEAD,LL65 2HY,53.28968620689656,-4.534455172413793,,,
202006.0,W00016,,Wentwood Ward,St Cadocs Hospital,Lodge Road,CAERLEON NEWPORT,NP18 3XQ,51.6084,-2.9435,,,
202006.0,W95641,,THE HOLLIES HEALTH CENTRE,SWAN STREET,MERTHYR TYDFIL,MID GLAMORGAN,CF47 8ET,51.7479,-3.3778,,,
202006.0,W97625,,15-16 STATION ROAD,PENARTH,SOUTH GLAMORGAN,,CF64 3EP,51.42878,-3.21045,,,
202006.0,W00082,,GWYNEDD LHB,ERYLDON CAMPBELL ROAD,CAERNARFON,GWYNEDD,LL55 1HU,53.12915357142857,-4.195053571428572,,,
202006.0,W00086,,FLINTSHIRE SUBS MISUSE SERVICE,ROWLEYS DRIVE CLINIC,SHOTTON,DEESIDE,CH5 1PU,53.19930000000001,-3.03614,,,
202006.0,W00071,,Preswylfa,Hendy Road,Mold ,Flintshire,CH7 1PZ,53.17209696969697,-3.163118181818182,,,
202006.0,W97020,,NORTH ROAD MEDICAL PRACTICE,182 NORTH ROAD,GABALFA CARDIFF,SOUTH GLAMORGAN,CF14 3XQ,51.5199,-3.204,,,
202006.0,W00092,,SUBSTANCE MISUSE SUPPORT PROG,OLDWAY HOUSE,CASTLE STREET,MERTHYR TYDFIL,CF47 8UX,51.7479,-3.3778,,,
202006.0,W00024,,GWENT HEALTHCARE TRUST,VANTAGE POINT HOUSE,TY COCH INDUSTRIAL ESTATE,CWMBRAN,NP44 7XX,51.65070000000001,-3.0178,,,
202006.0,W00023,,GWENT HEALTHCARE TRUST,VANTAGE POINT HOUSE,TY COCH INDUSTRIAL ESTATE,CWMBRAN,NP44 7XX,51.65070000000001,-3.0178,,,
202006.0,W00021,,GWENT HEALTHCARE TRUST,VANTAGE POINT HOUSE,TY COCH INDUSTRIAL ESTATE,CWMBRAN,NP44 7XX,51.65070000000001,-3.0178,,,
202006.0,W93065,,GLAN YR AFON SURGERY,SHOP ROW,TREDEGAR,GWENT,NP22 4LB,51.7725,-3.2468,,,
202006.0,W95082,,THE SURGERY,PANT STREET,ABERBARGOED BARGOED,MID GLAMORGAN,CF81 9BB,51.710483333333336,-3.265,,,
202006.0,W95636,,LANSBURY SURGERY,WEDGEWOOD COURT,LANSBURY PARK CAERPHILLY,MID GLAMORGAN,CF83 1RB,51.59288333333333,-3.2333833333333337,,,
202006.0,W95028,,DOWLAIS MEDICAL PRACTICE,IVOR STREET,DOWLAIS MERTHYR TYDFIL,MID GLAMORGAN,CF48 3LU,51.73028000000001,-3.37198,,,
202006.0,W95058,,TAFF VALE PRACTICE,DUFFRYN ROAD,RHYDYFELIN PONTYPRIDD,MID GLAMORGAN,CF37 5RW,51.613815384615386,-3.3598076923076925,,,
202006.0,W97021,,BIRCHGROVE SURGERY,CAERPHILLY ROAD,BIRCHGROVE CARDIFF,SOUTH GLAMORGAN,CF14 4QJ,51.5199,-3.204,,,
202006.0,W97025,,WHITCHURCH ROAD SURGERY,210 WHITCHURCH ROAD,HEATH CARDIFF,SOUTH GLAMORGAN,CF14 3NB,51.5199,-3.204,,,
202006.0,W97031,,MEDDYGFA LANSDOWNE SURGERY,SANATORIUM ROAD,CANTON CARDIFF,SOUTH GLAMORGAN,CF11 8DG,51.48,-3.18,,,
202006.0,W97053,,ST. ISAN ROAD SURGERY,46 ST. ISAN ROAD,HEATH CARDIFF,SOUTH GLAMORGAN,CF14 4UU,51.5199,-3.204,,,
202006.0,W97064,,HIGHLIGHT PARK MED PRACTICE,LAKIN DRIVE HIGHLIGHT PARK,BARRY VALE OF GLAMORGAN,SOUTH GLAMORGAN,CF62 8GP,51.4027,-3.37145,,,
202006.0,W97068,,THE CAERAU LANE SURGERY,CAERAU LANE,ELY CARDIFF,SOUTH GLAMORGAN,CF5 5HJ,51.471875,-3.275816666666667,,,
202006.0,W97611,,THE PRACTICE OF HEALTH,31 BARRY ROAD,BARRY VALE OF GLAMORGAN,SOUTH GLAMORGAN,CF63 1BA,51.4172,-3.2614,,,
202006.0,W97623,,GREENMOUNT SURGERY,25 CHURCH ROAD,CAERAU ELY CARDIFF,SOUTH GLAMORGAN,CF5 5LQ,51.471875,-3.275816666666667,,,
202006.0,W95295,,CWM GWYRDD MEDICAL CENTRE,HIGH STREET,GILFACH GOCH RHONDDA CYNON TAF,MID GLAMORGAN,CF39 8SX,51.5988125,-3.447975,,,
202006.0,W96005,,THE ARWYSTLI MEDICAL PRACTICE,MOUNT LANE,LLANIDLOES,POWYS,SY18 6EZ,52.428,-3.5729875,,,
202006.0,W96015,,NEWTOWN MEDICAL CENTRE,PARK STREET,NEWTOWN,POWYS,SY16 1EF,52.50787647058824,-3.3015823529411765,,,
202006.0,W96016,,WAR MEMORIAL HEALTH CENTRE,CRICKHOWELL,POWYS,,NP8 1AG,51.858925,-3.1328333333333336,,,
202006.0,W92007,,COACH & HORSES SURGERY,THE CAR PARK,ST.CLEARS CARMARTHENSHIRE,DYFED,SA33 4AA,51.8514,-4.439102631578948,,,
202006.0,W96017,,HAYGARTH MEDICAL CENTRE,HAY ROAD,TALGARTH BRECON,POWYS,LD3 OAW,51.99435362318841,-3.411075362318841,,,
202006.0,W92034,,MEDDYGFA TEIFI SURGERY,NEW ROAD,LLANDYSUL CEREDIGION,DYFED,SA44 4QJ,52.04620222222222,-4.363104444444445,,,
202006.0,W92042,,WINCH LANE SURGERY,WINCH LANE,HAVERFORDWEST PEMBROKESHIRE,DYFED,SA61 1RN,51.8017,-4.9691,,,
202006.0,W92048,,LLANGENNECH SURGERY,PARK LANE,LLANGENNECH LLANELLI,CARMARTHENSHIRE DYFED,SA14 8TU,51.76378235294118,-4.089482352941177,,,
202006.0,W92056,,LLANILAR HEALTH CENTRE,LLANILAR,ABERYSTWYTH CEREDIGION,DYFED,SY23 4PA,52.34458541666667,-3.9885,,,
202006.0,W92058,,ST. DAVIDS SURGERY ERYL MOR,36 NEW STREET,ST.DAVIDS PEMBROKESHIRE,DYFED,SA62 6SS,51.84974583333334,-5.031407291666667,,,
202006.0,W92436,,HARBOUR VIEW SURGERY,56 STATION ROAD,BURRY PORT CARMARTHENSHIRE,DYFED,SA16 0LW,51.68593333333333,-4.261566666666667,,,
202006.0,W91005,,PENDRE SURGERY,COLESHILL STREET,HOLYWELL FLINTSHIRE,CLWYD,CH8 7RS,53.2939,-3.261017391304348,,,
202006.0,W91030,,ST GEORGE'S CRESCENT SURGERY,40 SAINT GEORGES CRESCENT,WREXHAM,CLWYD,LL13 8DB,52.9917619047619,-2.9116809523809524,,,
202006.0,W91604,,THE SURGERY,SANDY LANE,HANMER WHITCHURCH,SHROPSHIRE,SY13 3DL,52.94580322580645,-2.675132258064516,,,
202006.0,W91632,,SEABANK SURGERY,4- 6 RHODFA WYN TOWER GARDENS,PRESTATYN,DENBIGHSHIRE,LL19 7UN,53.3274,-3.408033333333333,,,
202006.0,W94015,,THE HEALTH CENTRE,LLANFAIRPWLL,YNYS MON,GWYNEDD,LL61 5YZ,53.1912,-4.267242857142857,,,
202006.0,W94016,,LLYS MEDDYG,23 CASTLE STREET,CONWY,CLWYD,LL32 8AY,53.22179,-3.843480000000001,,,
202006.0,W00007,,CARITAS SURGERY,THE HEALTH CENTRE SMITHY ROAD,COEDPOETH,WREXHAM CLWYD,LL11 3NS,53.064506666666674,-3.052973333333333,,,
202006.0,W00095,,QUARRY HOUSE,HIGH STREET,DYSERTH,DENBIGHSHIRE,LL18 6AB,53.29182,-3.45482,,,
202006.0,W98003,,CWMFELIN MEDICAL CENTRE,298 CARMARTHEN ROAD,SWANSEA,WEST GLAMORGAN,SA1 1HW,51.63398,-3.94848,,,
202006.0,W98053,,UNIVERSITY HEALTH CENTRE,PENMAEN RESIDENCE,SINGLETON PARK,SWANSEA,SA2 8PG,51.61628,-4.04254,,,
202006.0,W98058,,CWMLLYNFELL SURGERY,4 GWILYM ROAD,CWMLLYNFELL NEATH,PORT TALBOT,SA9 2GH,51.781353333333335,-3.760806666666667,,,
202006.0,W95012,,WOODLANDS SURGERY,WOODLANDS TERRACE,CAERAU MAESTEG BRIDGEND,MID GLAMORGAN,CF34 0SR,51.6030625,-3.6485,,,
202006.0,W93126,,HEREFORD ROAD SURGERY,6 HEREFORD ROAD,ABERGAVENNY,GWENT,NP7 5PR,51.85129210526316,-3.0386236842105263,,,
202006.0,W95001,,ST JOHN'S MEDICAL PRACTICE,HIGH STREET,ABERDARE,MID GLAMORGAN,CF44 7DD,51.7327125,-3.48293125,,,
