BNFChapter, ChapterDesc, BNFSection, SectionDesc, BNFSubSection, SubSectionDesc, BNFChemical, ChemicalDesc
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020E0,Cantharidin                                                 
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020F0,Benzydamine Hydrochloride                                   
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020G0,Camphor                                                     
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020H0,Capsicum                                                    
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020I0,Diethylamine Salicylate                                     
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020J0,Iodine                                                      
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020K0,Cantharides                                                 
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020L0,Kaolin Heavy                                                
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020M0,Felbinac                                                    
10,Musculoskeletal & Joint Diseases        ,1003.0,Soft-Tissue Disorders & Topical Pain Rel                    ,1003020,Rubefacients Top NSAIDS Capsaicin & Poul                    ,1003020N0,Methyl Salicylate                                           
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020N0,Methyl Salicylate                                           
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020P0,Ibuprofen                                                   
10,Musculoskeletal & Joint Diseases        ,1003.0,Soft-Tissue Disorders & Topical Pain Rel                    ,1003020,Rubefacients Top NSAIDS Capsaicin & Poul                    ,1003020P0,Ibuprofen                                                   
10,Musculoskeletal & Joint Diseases        ,1003.0,Soft-Tissue Disorders & Topical Pain Rel                    ,1003020,Rubefacients                                                ,1003020P0,Ibuprofen                                                   
10,Musculoskeletal and Joint Diseases      ,1003.0,Drugs for soft-tissue disorders and topi                    ,1003020,Rubefacients  topical NSAIDs  capsaicin                     ,1003020P0,Ibuprofen                                                   
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020Q0,Iodine & Methyl Salicylate                                  
10,Musculoskeletal & Joint Diseases        ,1003.0,Soft-Tissue Disorders & Topical Pain Rel                    ,1003020,Rubefacients Top NSAIDS Capsaicin & Poul                    ,1003020R0,Piroxicam                                                   
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020R0,Piroxicam                                                   
10,Musculoskeletal & Joint Diseases        ,1003.0,Soft-Tissue Disorders & Topical Pain Rel                    ,1003020,Rubefacients                                                ,1003020R0,Piroxicam                                                   
10,Musculoskeletal and Joint Diseases      ,1003.0,Drugs for soft-tissue disorders and topi                    ,1003020,Rubefacients  topical NSAIDs  capsaicin                     ,1003020R0,Piroxicam                                                   
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020S0,Soft Soap                                                   
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020T0,Nicotinates                                                 
10,Musculoskeletal & Joint Diseases        ,1003.0,Soft-Tissue Disorders & Topical Pain Rel                    ,1003020,Rubefacients                                                ,1003020U0,Diclofenac Sodium                                           
10,Musculoskeletal & Joint Diseases        ,1003.0,Soft-Tissue Disorders & Topical Pain Rel                    ,1003020,Rubefacients Top NSAIDS Capsaicin & Poul                    ,1003020U0,Diclofenac Sodium                                           
10,Musculoskeletal and Joint Diseases      ,1003.0,Drugs for soft-tissue disorders and topi                    ,1003020,Rubefacients  topical NSAIDs  capsaicin                     ,1003020U0,Diclofenac sodium                                           
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020U0,Diclofenac Sodium                                           
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020V0,Turpentine Oil                                              
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020W0,Heparinoid                                                  
10,Musculoskeletal & Joint Diseases        ,1003.0,Soft-Tissue Disorders & Topical Pain Rel                    ,1003020,Rubefacients Top NSAIDS Capsaicin & Poul                    ,1003020W0,Heparinoid                                                  
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020X0,Mustard Oil Expressed                                       
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020Y0,Freeze Sprays & Gels                                        
10,Musculoskeletal and Joint Diseases      ,1003.0,Drugs for soft-tissue disorders and topi                    ,1003020,Rubefacients  topical NSAIDs  capsaicin                     ,1003020Y0,Freeze sprays and gels                                      
10,Musculoskeletal & Joint Diseases        ,1003.0,Drugs For Relief Of Soft-Tissue Inflamm                     ,1003020,Rubefacients & Other Top.Antirheumatics                     ,1003020Z0,Indometacin                                                 
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,110301010,Oxytetracycline                                             
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,110301020,Chlorhexidine Gluconate                                     
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,110301030,Cefazolin Sodium                                            
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,110301040,Methicillin Sodium                                          
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,110301050,Norfloxacin                                                 
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,110301060,Chlorhexidine Acetate                                       
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010A0,Ceftazidime                                                 
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010AA,Amikacin                                                    
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010AB,Hexamidine                                                  
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010AC,Colistimethate Sodium                                       
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010AD,Ichthammol                                                  
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010AE,Lomefloxacin                                                
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010AF,Teicoplanin                                                 
11,Eye                                     ,1103.0,Anti-infective eye preparations                             ,1103010,Antibacterials                                              ,1103010AG,Levofloxacin                                                
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010AH,Povidone Iodine                                             
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010AI,Azithromycin                                                
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010AJ,Polihexanide                                                
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010AK,Antibacterials                                              
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010AL,Hydrocort Sod Phos                                          
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010B0,Ciprofloxacin                                               
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010C0,Chloramphenicol                                             
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010D0,Chlortetracycline Hydrochloride                             
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010E0,Dibrompropamidine Isetionate                                
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010F0,Framycetin Sulphate                                         
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010G0,Gentamicin Sulphate                                         
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010G0,Gentamicin Sulfate                                          
11,Eye                                     ,1103.0,Anti-infective eye preparations                             ,1103010,Antibacterials                                              ,1103010H0,Fusidic acid                                                
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010I0,Erythromycin                                                
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010J0,Clotrimazole                                                
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010K0,Mafenide Propionate                                         
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010M0,Mercuric Oxide                                              
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010N0,Neomycin Sulphate                                           
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010P0,Natamycin                                                   
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010Q0,Polymyxin B Sulphate                                        
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010R0,Benzylpenicillin Sod                                        
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010S0,Propamidine Isetionate                                      
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010T0,Cefuroxime Sodium                                           
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010U0,Sulfacetamide Sodium                                        
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010W0,Tetracycline Hydrochloride                                  
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010X0,Tobramycin                                                  
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010Y0,Ofloxacin                                                   
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103010,Antibacterials                                              ,1103010Z0,Vancomycin Hydrochloride                                    
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103020,Antifungals                                                 ,1103020A0,Amphoteracin                                                
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103020,Antifungals                                                 ,1103020C0,Clotrimazole                                                
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103020,Antifungals                                                 ,1103020E0,Econazole Nitrate                                           
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103020,Antifungals                                                 ,1103020M0,Miconazole                                                  
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103030,Antivirals                                                  ,1103030C0,Aciclovir                                                   
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103030,Antivirals                                                  ,1103030K0,Idoxuridine                                                 
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103030,Antivirals                                                  ,1103030T0,Trifluridine                                                
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103030,Antivirals                                                  ,1103030T0,Trifluridine (Antivirals)                                   
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103030,Antivirals                                                  ,1103030V0,Vidarabine                                                  
11,Eye                                     ,1103.0,Anti-Infective Eye Preparations                             ,1103030,Antivirals                                                  ,1103030W0,Ganciclovir                                                 
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104010,Corticosteroids                                             ,110401000,Other Preparations                                          
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104010,Corticosteroids                                             ,1104010D0,Betamethasone Sodium Phosphate                              
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104010,Corticosteroids                                             ,1104010F0,Clobetasone Butyrate                                        
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104010,Corticosteroids                                             ,1104010I0,Dexamethasone                                               
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104010,Corticosteroids                                             ,1104010K0,Fluorometholone                                             
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104010,Corticosteroids                                             ,1104010M0,Hydrocortisone Acetate                                      
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104010,Corticosteroids                                             ,1104010R0,Prednisolone Acetate                                        
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104010,Corticosteroids                                             ,1104010S0,Prednisolone Sodium Phosphate                               
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104010,Corticosteroids                                             ,1104010V0,Rimexolone                                                  
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,110402000,Other Preparations                                          
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020AA,Tetryzoline HCl/Antazoline HCl                              
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020AB,Hamamalis                                                   
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020AC,Epinastine Hydrochloride                                    
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020AD,Other Anti-Inflammatory Preparations                        
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020AE,Ciclosporin (Eye Anti Inflam)                               
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020B0,Antazoline                                                  
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020G0,Flurbiprofen Sodium                                         
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020L0,Indometacin                                                 
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020M0,Lodoxamide Trometamol                                       
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020N0,Nedocromil Sodium                                           
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020P0,Levocabastine                                               
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020Q0,Oxyphenbutazone                                             
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020R0,Naphazoline Hydrochloride                                   
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020S0,Naphazoline Nitrate                                         
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020T0,Sodium Cromoglicate                                         
11,Eye                                     ,1104.0,Corticosteroids and other anti-inflammat                    ,1104020,Other anti-inflammatory preparations                        ,1104020T0,Sodium cromoglicate                                         
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020V0,Tretinoin                                                   
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020W0,Azelastine Hydrochloride                                    
11,Eye                                     ,1104.0,Corticosteroids and other anti-inflammat                    ,1104020,Other anti-inflammatory preparations                        ,1104020W0,Azelastine hydrochloride                                    
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020X0,Emedastine                                                  
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020Y0,Ketotifen Fumarate                                          
11,Eye                                     ,1104.0,Corticosteroids and other anti-inflammat                    ,1104020,Other anti-inflammatory preparations                        ,1104020Z0,Olopatadine                                                 
11,Eye                                     ,1104.0,Corti'roids & Other Anti-Inflamm.Preps.                     ,1104020,Other Anti-Inflammatory Preparations                        ,1104020Z0,Olopatadine                                                 
11,Eye                                     ,1105.0,Mydriatics And Cycloplegics                                 ,1105000,Mydriatics And Cycloplegics                                 ,110500000,Other Preparations                                          
11,Eye                                     ,1105.0,Mydriatics And Cycloplegics                                 ,1105000,Mydriatics And Cycloplegics                                 ,1105000B0,Atropine Sulfate                                            
11,Eye                                     ,1105.0,Mydriatics And Cycloplegics                                 ,1105000,Mydriatics And Cycloplegics                                 ,1105000B0,Atropine Sulphate                                           
11,Eye                                     ,1105.0,Mydriatics And Cycloplegics                                 ,1105000,Mydriatics And Cycloplegics                                 ,1105000E0,Cyclopentolate Hydrochloride                                
11,Eye                                     ,1105.0,Mydriatics And Cycloplegics                                 ,1105000,Mydriatics And Cycloplegics                                 ,1105000G0,Hyroxyamfetamine Hydrobromide                               
11,Eye                                     ,1105.0,Mydriatics And Cycloplegics                                 ,1105000,Mydriatics And Cycloplegics                                 ,1105000H0,Homatropine Hydrobromide                                    
11,Eye                                     ,1105.0,Mydriatics And Cycloplegics                                 ,1105000,Mydriatics And Cycloplegics                                 ,1105000J0,Hyoscine Hydrobromide                                       
11,Eye                                     ,1105.0,Mydriatics And Cycloplegics                                 ,1105000,Mydriatics And Cycloplegics                                 ,1105000M0,Lachesine Chloride                                          
11,Eye                                     ,1105.0,Mydriatics And Cycloplegics                                 ,1105000,Mydriatics And Cycloplegics                                 ,1105000N0,Oxyphenonium Bromide                                        
11,Eye                                     ,1105.0,Mydriatics And Cycloplegics                                 ,1105000,Mydriatics And Cycloplegics                                 ,1105000P0,Phenylephrine Hydrochloride                                 
11,Eye                                     ,1105.0,Mydriatics And Cycloplegics                                 ,1105000,Mydriatics And Cycloplegics                                 ,1105000S0,Tropicamide                                                 
11,Eye                                     ,1105.0,Mydriatics And Cycloplegics                                 ,1105000,Mydriatics And Cycloplegics                                 ,1105000T0,Phenylephrine HCl & Tropicamide                             
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,110600000,Other Preparations                                          
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,110600020,Potassium Ascorbate                                         
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,110600030,Methazolamide                                               
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000AA,Brimonidine Tartrate                                        
11,Eye                                     ,1106.0,Treatment of glaucoma                                       ,1106000,Treatment of glaucoma                                       ,1106000AB,Dorzolamide and timolol                                     
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000AB,Dorzolamide & Timolol                                       
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000AC,Brinzolamide                                                
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000AD,Latanoprost & Timolol                                       
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000AE,Travoprost                                                  
11,Eye                                     ,1106.0,Treatment of glaucoma                                       ,1106000,Treatment of glaucoma                                       ,1106000AF,Bimatoprost                                                 
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000AG,Timolol & Brimonidine                                       
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000AH,Timolol & Travoprost                                        
11,Eye                                     ,1106.0,Treatment of glaucoma                                       ,1106000,Treatment of glaucoma                                       ,1106000AI,Timolol and bimatoprost                                     
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000AI,Timolol & Bimatoprost                                       
11,Eye                                     ,1106.0,Treatment of glaucoma                                       ,1106000,Treatment of glaucoma                                       ,1106000AJ,Brinzolamide and timolol                                    
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000AJ,Brinzolamide & Timolol                                      
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000AK,Tafluprost                                                  
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000AL,Brinzolamide/Brimonidine                                    
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000AM,Tafluprost & Timolol                                        
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000B0,Acetazolamide                                               
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000C0,Acetazolamide Sodium                                        
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000D0,Physostigmine Salicylate                                    
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000F0,Adrenaline                                                  
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000G0,Adrenaline Hydrochloride                                    
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000I0,Betaxolol                                                   
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000J0,Carbachol                                                   
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000K0,Carteolol Hydrochloride                                     
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000L0,Latanoprost                                                 
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000M0,Demecarium Bromide                                          
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000N0,Diclofenamide                                               
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000P0,Dorzolamide                                                 
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000Q0,Dipivefrine Hydrochloride                                   
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000R0,Ecothiopate Iodide                                          
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000S0,Guanethidine Monosulphate                                   
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000T0,Levobunolol Hydrochloride                                   
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000U0,Metipranolol                                                
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000V0,Physostigmine Sulphate                                      
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000W0,Neostigmine Metilsulfate                                    
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000X0,Pilocarpine Hydrochloride                                   
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000Y0,Pilocarpine Nitrate                                         
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000Z0,Timolol Maleate                                             
11,Eye                                     ,1106.0,Treatment Of Glaucoma                                       ,1106000,Treatment Of Glaucoma                                       ,1106000Z0,Timolol                                                     
11,Eye                                     ,1107.0,Local Anaesthetics                                          ,1107000,Local Anaesthetics                                          ,1107000C0,Tetracaine Hydrochloride                                    
11,Eye                                     ,1107.0,Local Anaesthetics                                          ,1107000,Local Anaesthetics                                          ,1107000D0,Amylocaine Hydrochloride                                    
11,Eye                                     ,1107.0,Local Anaesthetics                                          ,1107000,Local Anaesthetics                                          ,1107000F0,Cocaine Hydrochloride                                       
11,Eye                                     ,1107.0,Local Anaesthetics                                          ,1107000,Local Anaesthetics                                          ,1107000M0,Oxybuprocaine Hydrochloride                                 
11,Eye                                     ,1107.0,Local Anaesthetics                                          ,1107000,Local Anaesthetics                                          ,1107000N0,Lidocaine Hydrochloride                                     
11,Eye                                     ,1107.0,Local Anaesthetics                                          ,1107000,Local Anaesthetics                                          ,1107000Q0,Proxymetacaine Hydrochloride                                
11,Eye                                     ,1107.0,Local Anaesthetics                                          ,1107000,Local Anaesthetics                                          ,1107000R0,Mydricaine                                                  
